1.1. 不住寂靜法則
608.1.2 七覺支的修習方法
- 修習念覺支。
- 修習擇法覺支。
- 修習精進覺支。
- 修習喜覺支。
- 修習輕安覺支。
- 修習定覺支。
- 修習捨覺支。
608.2. 修習七覺支的基礎：調伏三種根本煩惱
608.2.1 調伏的根本煩惱
- 調伏究盡欲貪。
- 調伏究盡瞋恚。
- 調伏究盡愚癡。
608.3. 法則的普遍應用
608.3.1 法則的適用性
- 上述修習七覺支並調伏根本煩惱之法則，普遍適用於各品所廣說之內容，其核心目的皆為調伏欲貪。

609.1. 四種瀑流束縛
609.1.1 瀑流的種類
- 欲流：對感官欲望的執著
- 有流：對存在的執著
- 見流：錯誤的見解
- 無明流：根本的無知
609.2. 五種上分結
609.2.1 上分結的種類
- 色貪：對色界存在的貪著
- 無色貪：對無色界存在的貪著
- 慢：驕傲自大
- 掉舉：內心躁動不安
- 無明：根本的愚癡
609.3. 斷除束縛的修行方法
609.3.1 七覺支的修習
- 念覺支：保持正念
- 擇法覺支：明辨是非
- 精進覺支：勤奮修行
- 喜覺支：心生法喜
- 輕安覺支：身心輕安
- 定覺支：心住一境
- 捨覺支：平等捨心
609.4. 修行要領
609.4.1 修行的核心目標
- 調伏欲貪：徹底降伏對欲望的貪著
- 調伏瞋恚：徹底降伏憤怒怨恨
- 調伏愚癡：徹底消除無明愚昧
609.4.2 修行的終極導向
- 趣向不死：走向超越生死的境界
- 傾向涅槃：心向寂靜解脫

610.1. 一乘道之定義與功能
- 此道是唯一能使眾生清淨、超越憂愁與悲傷、滅除痛苦與憂惱、證得正確真理、當下體證涅槃的途徑。
610.2. 四念處之修習法則
- 於觀察對象觀察觀察對象。
- 保持熱誠、正確了知、正確憶念。
- 調伏對世間的貪欲與憂惱，安住於觀察。
610.3. 四念處之具體內容
610.3.1 觀察對象
- 身體
- 感受
- 心識
- 諸法

611.1. 修行核心法則
611.1.1 根本教誡
        - 修行者應當依循正念與正知的原則來安住。
611.2. 正念修持法則
611.2.1 正念定義與對象
        - 正念是持續專注觀察四類對象：身體、感受、心念、諸法（現象）。
611.2.2 觀察態度統則
        - 觀察一切對象時，皆應以熱誠、清晰覺知、保持正念的態度進行。
611.2.3 修持根本目的
        - 透過觀察過程，調伏對於世間的貪欲與憂惱。
611.3. 正知實踐法則
611.3.1 正知定義與範圍
        - 正知是在一切身體行為與日常活動中保持清晰覺知。
611.3.2 日常行為覺知統攝
        - 於一切身體動作（前進後退、彎曲伸展、行走站立坐下躺臥）時，保持清晰覺知。
        - 於一切日常活動（觀看環視、穿著持用、飲食嚐味、大小便、睡眠醒來、說話沉默）時，保持清晰覺知。

612.1. 修行基礎要項
- 善法之初應先清淨戒律
- 須建立正直見解
612.2. 核心修行方法
612.2.1 四念處修習原則
- 保持熱誠專注
- 保持正確覺知
- 保持正念分明
- 調伏貪欲憂惱
612.2.2 四念處具體實踐
- 觀察身體現象：內在身體、外在身體、內外身體
- 觀察感受現象：內在感受、外在感受、內外感受
- 觀察心理現象：內在心理、外在心理、內外心理
- 觀察法理現象：內在法理、外再法理、內外法理
612.3. 修行成就效益
612.3.1 短期成效
- 日夜善法持續增長
- 避免善法損滅減退
612.3.2 究竟成就
- 現生圓滿清淨梵行
- 徹底斷除生死輪迴
- 達成無上修行果位

613.1. 四念處的普遍適用性
- 此法適用於所有修行階段的比丘
- 包括新受戒者、有學修行者與已證果者
613.2. 四念處的修習法則
- 於身觀身而住、於受觀受而住、於心觀心而住、於法觀法而住
- 為如實知、徧知、離繫
613.3. 修習的共通要領
- 熱誠精進
- 保持正知
- 心念一趣
- 心清淨無染
- 得定不散亂
- 心住一境
613.4. 各階段的修習重點
613.4.1 新受戒者
- 應被勸導修習四念處
- 目標為如實知見
613.4.2 有學修行者
- 志求無上安穩而住
- 目標為徧知身心現象
613.4.3 已證果者
- 雖已解脫仍繼續修習
- 目標為遠離繫縛

614.1. 不善的聚集：五蓋
614.1.1 五蓋的定義
- 不善的聚集即是指五蓋。
614.1.2 五蓋的內容
- 欲貪蓋
- 瞋蓋
- 惛眠蓋
- 掉悔蓋
- 疑惑蓋
614.2. 善的聚集：四念處
614.2.1 四念處的定義
- 善的聚集即是指四念處。
614.2.2 四念處的修習方法
- 於身觀身，熱誠、正知、正念，調伏世間之貪憂而住。
- 於受觀受，熱誠、正知、正念，調伏世間之貪憂而住。
- 於心觀心，熱誠、正知、正念，調伏世間之貪憂而住。
- 於法觀法，熱誠、正知、正念，調伏世間之貪憂而住。

615.1. 修行處所的基本法則
615.1.1 應遠離非行處
- 非行處即他境界，是修行者不應遊歷之處。
- 遊歷非行處會帶來不祥與福報減少。
- 遊歷非行處會使魔有機可乘、有所緣由。
615.1.2 應安住自行處
- 自行處即父母境界，是修行者應遊歷之處。
- 安住自行處能避免魔有機可乘、無所緣由。
- 安住自行處是安全的修行方式。
615.2. 非行處的具體內容
615.2.1 五妙欲的定義
- 五妙欲即眼所識之色、耳所識之聲、鼻所識之香、舌所識之味、身所識之觸。
- 這些對象具有可樂、可愛、可意、愛色、引欲、可染的特性。
615.3. 自行處的具體內容
615.3.1 四念處的定義
- 四念處即身念處、受念處、心念處、法念處。
- 修行者應於身觀身、於受觀受、於心觀心、於法觀法。
- 觀照時應保持熱誠、正知、正念，並調伏世間的貪婪與憂惱。
615.4. 法則的應用關係
615.4.1 核心法則的實踐方式
- 遠離非行處即是遠離五妙欲。
- 安住自行處即是修習四念處。
- 透過此實踐可避免魔擾並達成解脫。

616.1. 修行道路的兩種領域
616.1.1 應遠離的危險領域
- 此領域稱為非行處、他境界。
- 此領域是五種感官欲望，會帶來貪愛與染著。
- 若進入此領域，將為魔提供侵擾的機會與條件。
616.1.2 應安住的安穩領域
- 此領域稱為自行處、父母境界。
- 此領域是四念處的修習。
- 若安住此領域，魔便無從獲得侵擾的機會與條件。
616.2. 危險領域的具體內容：五妙欲
- 眼所識別、令人喜愛的色。
- 耳所識別、令人喜愛的聲音。
- 鼻所識別、令人喜愛的香氣。
- 舌所識別、令人喜愛的滋味。
- 身所識別、令人喜愛的觸感。
616.3. 安穩領域的具體實踐：四念處
- 於身體觀察身體，保持熱誠、正確了知、專注正念，以調伏對世間的貪欲與憂惱。
- 於感受觀察感受，保持熱誠、正確了知、專注正念，以調伏對世間的貪欲與憂惱。
- 於心識觀察心識，保持熱誠、正確了知、專注正念，以調伏對世間的貪欲與憂惱。
- 於諸法觀察諸法，保持熱誠、正確了知、專注正念，以調伏對世間的貪欲與憂惱。

617.1. 觀法成就之核心法則
617.1.1 成就之關鍵：善知心相
- 修行者必須清楚覺知自己的心念狀態與所觀對象的狀態。
- 依此覺知，能相應調整修行方法。
617.1.2 失敗之原因：不知心相
- 修行者未能清楚覺知自己的心念狀態與所觀對象的狀態。
- 因此無法相應調整修行方法。
617.2. 觀法實踐之共同基礎

- 修行者於四念處（身、受、心、法）進行觀察。
- 修行時需具備熱誠、正知、正念。
- 目標是調伏世間的貪欲與憂惱。
617.3. 觀法實踐之結果差異
617.3.1 善知心相者之成果
- 其心能夠專注得定。
- 能夠斷除隨煩惱。
- 能夠獲得現世安樂的住處。
- 能夠成就正念與正知。
617.3.2 不知心相者之成果
- 其心無法專注得定。
- 無法斷除隨煩惱。
- 無法獲得現世安樂的住處。
- 無法成就正念與正知。

618.1. 根本依止處
618.1.1 自依止與法依止的定義
- 應以自身與正法為島嶼和依歸，不依賴其他外在對象
618.1.2 不依賴外在權威的理由
- 教法中沒有區分內在與外在的祕密教義
- 教法中不存在絕對的「師長」權威
- 覺者不認為自己統領修行眾，也不認為修行眾依賴自己
618.2. 實踐方法
618.2.1 四念處的修行要領
- 於身體、感受、心識、諸法如實觀察，保持熱誠、正知、正念，調伏對世間的貪欲與憂惱
618.3. 修行成就的驗證
618.3.1 最高修行者的特質
- 無論導師在世或滅度後，能實踐自依止與法依止者，在精勤學習教法者中為最上修行者

619.1. 四念處修習基礎
619.1.1 修習對象與要領
- 於身觀身、於受觀受、於心觀心、於法觀法
- 保持熱誠、正知、正念
- 調伏世間之貪憂而住
619.1.2 修習利益
- 善繫心於四念處而住，能知曉前後昇降之境界
619.2. 心念修習二法
619.2.1 繫念修習過程
- 障礙：所緣對象、身體熱煩或心念退縮導致正念散亂
- 對治：繫心清淨相→勝喜→喜悅→身輕安→樂受→心定
- 成就：思擇確認心成就所繫處，攝心休息無尋無伺，具足念樂
619.2.2 無繫念修習要點
- 心不繫於外，清楚覺知無繫狀態
- 心於前後不攝取、解脫
- 同時保持四念處觀照（於身觀身、於受觀受、於心觀心、於法觀法）
- 維持熱誠、正知、正念而住於樂
619.3. 修習實踐總結
- 此為繫念與無繫念二種修習方法
- 應於樹下、空閒處靜慮修習
- 勿放逸，勿於後追悔

620.1. 大丈夫的定義
- 心解脫者，稱為大丈夫；心未解脫者，則不稱為大丈夫。
620.2. 心解脫的修行方法與境界
620.2.1 四念處的實踐法則
- 於身、受、心、法觀身、受、心、法，熱誠、正知、正念，調伏世間之貪憂而住。
620.2.2 心解脫的成就
- 於四念處觀法而住時，心對所觀之境無所取著。
- 因心無所取，便能從一切煩惱中離貪，獲得解脫。

621.1. 正等覺者之普遍法則
621.1.1 成就正等覺之核心要素
- 斷心之隨煩惱與五蓋
- 繫心於四念處
- 修習七覺支
- 證得無上正等覺
621.1.2 法則之普遍適用性
- 過去、現在、未來一切正等覺者皆依此法則成就
621.2. 確信之依據
621.2.1 法之分齊
- 知法之分齊而非知諸佛心念
- 諸佛皆依同一法要成就
- 通達法要即知諸佛所證無異
621.3. 法門之利益
621.3.1 說示之對象
- 比丘、比丘尼、優婆塞、優婆夷
621.3.2 聞法之功效
- 令於如來有疑懼或疑惑者斷除疑懼與疑惑

622.1. 世間無常法則
622.1.1 有為法的本質
- 一切所生、所成、有為之法皆具滅壞特性
- 凡有生起、造作、形成者必歸離散
- 與所愛樂者別離乃必然現象
622.1.2 具體展現
- 即使堅固如大樹亦會先壞其枝
- 聖弟子般涅槃亦如大枝折損
- 常住不變實無可能
622.2. 正確依止之道
622.2.1 根本原則
- 以自為洲：以自身為依歸
- 以自為依處：以自身為依靠
- 以法為洲：以正法為依歸
- 以法為依處：以正法為依靠
- 不應依止其他外在對象
622.3. 實踐方法：四念處修持
622.3.1 具體修習內容
- 於身觀身：觀察身體現象
- 於受觀受：觀察感受現象
- 於心觀心：觀察心識現象
- 於法觀法：觀察諸法現象
622.3.2 修持態度
- 保持熱誠精進
- 具備正知正念
- 調伏世間貪憂
- 安住於如實觀照
622.4. 修行成果
622.4.1 究竟解脫
- 不取戒蘊而涅槃
- 不取定蘊而涅槃
- 不取慧蘊而涅槃
- 不取解脫蘊而涅槃
- 不取解脫智見蘊而涅槃
622.4.2 修行典範
- 於佛世或佛滅後皆應實踐此道
- 勤學此法者為最上比丘
- 成就自依止、法依止的究竟安穩

623.1. 一切有為法的本質
- 一切所生、所成、有為、有滅壞之法，皆不可能常住不變
- 此普遍法則適用於所有因緣所生的事物
623.2. 修行者的正確依止處
623.2.1 自依止原則
- 以自身為依歸，不以他人為依止
- 此原則適用於任何時空環境
623.2.2 法依止原則  
- 以正法為依歸，不以其他為依止
- 此原則適用於任何時空環境
623.3. 具體實踐方法：四念處觀修
623.3.1 身念處
- 於身觀身，熱誠、正知、正念
- 調伏世間貪憂而住
623.3.2 受念處
- 於受觀受，熱誠、正知、正念
- 調伏世間貪憂而住
623.3.3 心念處
- 於心觀心，熱誠、正知、正念
- 調伏世間貪憂而住
623.3.4 法念處
- 於法觀法，熱誠、正知、正念
- 調伏世間貪憂而住
623.4. 修行成就的標準
- 透過四念處的實踐，達成自依止與法依止的安住狀態
- 此為修行者中最上等的實踐方式

624.1. 修行的根本基礎
624.1.1 善法的初始條件
- 善清淨之戒：使行為清淨無染。
- 正直之見：確立正確的知見。
624.2. 核心修行方法：四念處
624.2.1 修行要領
- 熱誠：保持精進不懈的態度。
- 正知：保持清晰明確的覺知。
- 正念：保持持續不斷的覺察。
- 調伏世間之貪憂：克服對世間的貪欲與憂惱。
624.2.2 四念處觀修對象
- 於身觀身：如實觀察身體現象。
- 於受觀受：如實觀察感受現象。
- 於心觀心：如實觀察心識現象。
- 於法觀法：如實觀察諸法現象。
624.3. 修行成就的驗證
624.3.1 現世成就
- 究盡無上之梵行：完成最高尚的修行。
- 自證、現證、具足而住：親自證悟並安住於真理。
624.3.2 解脫境界
- 諸漏已盡：徹底斷除一切煩惱。
- 梵行已立：清淨的修行已經確立。
- 所作已辦：應做的事務已經完成。
- 更不受後有：不再有未來的生死輪迴。

625.1. 解脫的根本基礎
625.1.1 善法的初始清淨
- 根本基礎包含兩項要素：善清淨之戒與正直之見。
625.2. 解脫的實踐方法
625.2.1 依止根本修習四念處
- 若於戒善清淨且得正直之見，則應依此戒律、立於此戒律之上，修習四種念處。
- 四念處的修習內容如下：
    - 於身觀身而住。
    - 於受觀受而住。
    - 於心觀心而住。
    - 於法觀法而住。
625.2.2 修習的共通心態
- 修習任一念處時，皆應具備三種心態：熱誠、正知、正念。
- 修習之目的在於調伏世間之貪欲與憂惱。
625.3. 解脫的最終成果
625.3.1 修習成就之果
- 修習成就則能得達死界之彼岸，即超越生死。

626.1. 四念處的修習與成效
   修習並經常實踐四念處，這條聖道能引導修行者出離煩惱，正確地達到痛苦的完全止息。
626.2. 四念處的觀照領域
   修行者應在四個領域中保持精進、清楚覺知並具備正念，從而克服對世間的貪欲與憂惱。
626.2.1 觀身
       - 在身體的層面上觀察身體。
626.2.2 觀受
       - 在感受的層面上觀察感受。
626.2.3 觀心
       - 在心識的層面上觀察心識。
626.2.4 觀法
       - 在心法的層面上觀察心法。
